ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
602,872.jpg,872.jpg,"Military personnel, some armed with rifles, and emergency responders in high-visibility vests are gathered on a street. An ambulance displaying Hebrew text and a bus are visible at the scene, with urban buildings and distant hills in the background.","Military personnel, some armed with rifles, and emergency responders in high-visibility vests are gathered on a street. An ambulance displaying Hebrew text and a bus are visible at the scene, with urban buildings and distant hills in the background.",False,"Military personnel, some armed with rifles, and emergency responders in high-visibility vests are gathered on a street. An ambulance displaying Hebrew text and a bus are visible at the scene, with urban buildings and distant hills in the background.","Military personnel, some armed with rifles, and emergency responders in high-visibility vests are gathered on a street. An ambulance displaying Hebrew text and a bus are visible at the scene, with urban buildings and distant hills in the background."
568,838.jpg,838.jpg,A woman wearing a patterned headscarf sits on the ground with two young children and blankets. Other individuals are partially visible in the background.,A woman wearing a patterned headscarf sits on the ground with two young children and blankets. Other individuals are partially visible in the background.,False,A woman wearing a patterned headscarf sits on the ground with two young children and blankets. Other individuals are partially visible in the background.,A woman wearing a patterned headscarf sits on the ground with two young children and blankets. Other individuals are partially visible in the background.
507,777.jpg,777.jpg,"A bright orange light illuminates the night sky above a densely populated urban area, with several white streaks also visible. Lights are on in numerous buildings below, spread across hills.","A bright orange light illuminates the night sky above a densely populated urban area, with several white streaks also visible. Lights are on in numerous buildings below, spread across hills.",False,"A bright orange light illuminates the night sky above a densely populated urban area, with several white streaks also visible. Lights are on in numerous buildings below, spread across hills.","A bright orange light illuminates the night sky above a densely populated urban area, with several white streaks also visible. Lights are on in numerous buildings below, spread across hills."
33,1099.jpg,1099.jpg,"A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.","A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.",False,"A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.","A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving."
1367,1544.jpg,1544.jpg,تُظهر الصورة رجلاً يرتدي بدلة داكنة وربطة عنق زرقاء، يقف أمام خلفية زرقاء عليها نجمة داود. تظهر يداه مرفوعتين قليلاً ومقبوضتين، بينما يقف إلى جانبه الأيمن علم إسرائيل.,تُظهر الصورة رجلاً يرتدي بدلة داكنة وربطة عنق زرقاء، يقف أمام خلفية زرقاء عليها نجمة داود. تظهر يداه مرفوعتين قليلاً ومقبوضتين، بينما يقف إلى جانبه الأيمن علم إسرائيل.,True,"The picture shows a man wearing a dark suit and a blue tie, standing in front of a blue background with David's star on it. His hands appear a little high and pinned, while his right side stands with Israel's flag.","The picture shows a man wearing a dark suit and a blue tie, standing in front of a blue background with a person's star on it. His hands appear a little high and pinned, while his right side stands with Israel's flag."
686,7.jpg,7.jpg,"Two men, one in a dark suit and the other in white religious attire with a skullcap, are shaking hands and smiling.","Two men, one in a dark suit and the other in white religious attire with a skullcap, are shaking hands and smiling.",False,"Two men, one in a dark suit and the other in white religious attire with a skullcap, are shaking hands and smiling.","Two men, one in a dark suit and the other in white religious attire with a skullcap, are shaking hands and smiling."
1199,1279.jpg,1279.jpg,تُظهر الصورة رجلين في لقطتين منفصلتين؛ رجل على اليسار يرتدي نظارة ويقف أمام خلفية داكنة، ورجل على اليمين يبتسم بخلفية مشرقة. يظهر نص عربي في الجزء السفلي من الصورة.,تُظهر الصورة رجلين في لقطتين منفصلتين؛ رجل على اليسار يرتدي نظارة ويقف أمام خلفية داكنة، ورجل على اليمين يبتسم بخلفية مشرقة. يظهر نص عربي في الجزء السفلي من الصورة.,True,"The picture shows two men in two separate shots; a man on the left wearing glasses and standing in front of a dark background, and a man on the right smiling with a bright background. An Arabic text appears in the bottom of the picture.","The picture shows two men in two separate shots; a man on the left wearing glasses and standing in front of a dark background, and a man on the right smiling with a bright background. An Arabic text appears in the bottom of the picture."
130,1346.jpg,1346.jpg,"Numerous people, including adults and children, are shown reaching upwards with empty cooking pots and bowls. A young girl in the foreground has her mouth wide open, and damaged buildings are visible in the background.","Numerous people, including adults and children, are shown reaching upwards with empty cooking pots and bowls. A young girl in the foreground has her mouth wide open, and damaged buildings are visible in the background.",False,"Numerous people, including adults and children, are shown reaching upwards with empty cooking pots and bowls. A young girl in the foreground has her mouth wide open, and damaged buildings are visible in the background.","Numerous people, including adults and children, are shown reaching upwards with empty cooking pots and bowls. A young girl in the foreground has her mouth wide open, and damaged buildings are visible in the background."
642,912.jpg,912.jpg,People walk on a clear path next to a landscape of heavily damaged buildings and extensive rubble. The scene depicts widespread destruction in what appears to be an urban area.,People walk on a clear path next to a landscape of heavily damaged buildings and extensive rubble. The scene depicts widespread destruction in what appears to be an urban area.,False,People walk on a clear path next to a landscape of heavily damaged buildings and extensive rubble. The scene depicts widespread destruction in what appears to be an urban area.,People walk on a clear path next to a landscape of heavily damaged buildings and extensive rubble. The scene depicts widespread destruction in what appears to be an urban area.
596,866.jpg,866.jpg,"A young woman wearing glasses and a blue hoodie with a yellow smiley face smiles broadly as another woman kisses her cheek, while an older man with a beard leans in beside them.","A young woman wearing glasses and a blue hoodie with a yellow smiley face smiles broadly as another woman kisses her cheek, while an older man with a beard leans in beside them.",False,"A young woman wearing glasses and a blue hoodie with a yellow smiley face smiles broadly as another woman kisses her cheek, while an older man with a beard leans in beside them.","A young woman wearing glasses and a blue hoodie with a yellow smiley face smiles broadly as another woman kisses her cheek, while an older man with a beard leans in beside them."
1306,1386.jpg,1386.jpg,يحمل رجال جثمانًا مغطى بكيس أبيض، ويسير معهم حشد من الأشخاص في منطقة خارجية.,يحمل رجال جثمانًا مغطى بكيس أبيض، ويسير معهم حشد من الأشخاص في منطقة خارجية.,True,"Men carry a body covered in a white bag, and a crowd of people walk in an outlying area.","Men carry a body covered in a white bag, and a crowd of people walk in an outlying area."
311,581.jpg,581.jpg,"A group of people walks outdoors on a paved surface under a clear sky. Several individuals hold signs, including a large blue and white banner with Hebrew text and posters displaying photos of people.","A group of people walks outdoors on a paved surface under a clear sky. Several individuals hold signs, including a large blue and white banner with Hebrew text and posters displaying photos of people.",False,"A group of people walks outdoors on a paved surface under a clear sky. Several individuals hold signs, including a large blue and white banner with Hebrew text and posters displaying photos of people.","A group of people walks outdoors on a paved surface under a clear sky. Several individuals hold signs, including a large blue and white banner with Hebrew text and posters displaying photos of people."
793,1638.jpg,1638.jpg,"A group of people wearing orange life vests are seated in a dimly lit space, with many raising their hands, while a person in military uniform and helmet stands on the left.","A group of people wearing orange life vests are seated in a dimly lit space, with many raising their hands, while a person in military uniform and helmet stands on the left.",False,"A group of people wearing orange life vests are seated in a dimly lit space, with many raising their hands, while a person in military uniform and helmet stands on the left.","A group of people wearing orange life vests are seated in a dimly lit space, with many raising their hands, while a person in military uniform and helmet stands on the left."
1089,1062.jpg,1062.jpg,تُظهر الصورة مشهداً لدخان كثيف يتصاعد من الأرض في منطقة مفتوحة أمام مبنى متعدد الطوابق. يتواجد عدد من الأشخاص في المنطقة، بعضهم يتحرك وآخرون ينحنون على الأرض، التي تتناثر عليها قصاصات وأوراق بيضاء اللون. كما تظهر طفاية حريق حمراء على يمين الصورة.,تُظهر الصورة مشهداً لدخان كثيف يتصاعد من الأرض في منطقة مفتوحة أمام مبنى متعدد الطوابق. يتواجد عدد من الأشخاص في المنطقة، بعضهم يتحرك وآخرون ينحنون على الأرض، التي تتناثر عليها قصاصات وأوراق بيضاء اللون. كما تظهر طفاية حريق حمراء على يمين الصورة.,True,"The picture shows a scene of heavy smoke rising from the ground in an open area in front of a multi-storey building. There are a number of people in the area, some moving and others bending over the ground, with scraps and white papers scattered. A red fire extinguisher appears on the right of the picture.","The picture shows a scene of heavy smoke rising from the ground in an open area in front of a multi-storey building. There are a number of people in the area, some moving and others bending over the ground, with scraps and white papers scattered. A red fire extinguisher appears on the right of the picture."
27,1093.jpg,1093.jpg,"A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.","A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.",False,"A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.","A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs."
731,968.jpg,968.jpg,"A man in a dark suit and tie speaks into a microphone, gesturing with both hands. Several other individuals are visible seated in the background of a formal room with wooden walls and green upholstered benches.","A man in a dark suit and tie speaks into a microphone, gesturing with both hands. Several other individuals are visible seated in the background of a formal room with wooden walls and green upholstered benches.",False,"A man in a dark suit and tie speaks into a microphone, gesturing with both hands. Several other individuals are visible seated in the background of a formal room with wooden walls and green upholstered benches.","A man in a dark suit and tie speaks into a microphone, gesturing with both hands. Several other individuals are visible seated in the background of a formal room with wooden walls and green upholstered benches."
1352,1529.jpg,1529.jpg,تظهر في الصورة امرأة مبتسمة ترتدي غطاء رأس أحمر ونظارات، وترتدي ملابس باللونين الأحمر الداكن والأسود، على خلفية رمادية بسيطة.,تظهر في الصورة امرأة مبتسمة ترتدي غطاء رأس أحمر ونظارات، وترتدي ملابس باللونين الأحمر الداكن والأسود، على خلفية رمادية بسيطة.,True,"The picture shows a smiling woman wearing a red cap and glasses, dressed in dark and black red, on a simple gray background.","The picture shows a smiling woman wearing a red cap and glasses, dressed in dark and black red, on a simple gray background."
438,708.jpg,708.jpg,"A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.","A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.",False,"A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.","A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The News is visible in the lower- of the image."
713,950.jpg,950.jpg,"Many people, including women and children, are crowded around large cooking pots, holding out bowls and containers for food. A woman in the foreground is visibly crying while holding an empty pot, with tents visible in the background.","Many people, including women and children, are crowded around large cooking pots, holding out bowls and containers for food. A woman in the foreground is visibly crying while holding an empty pot, with tents visible in the background.",False,"Many people, including women and children, are crowded around large cooking pots, holding out bowls and containers for food. A woman in the foreground is visibly crying while holding an empty pot, with tents visible in the background.","Many people, including women and children, are crowded around large cooking pots, holding out bowls and containers for food. A woman in the foreground is visibly crying while holding an empty pot, with tents visible in the background."
318,588.jpg,588.jpg,"Two children are seen sitting amongst a pile of blankets and belongings, with a girl looking away and a boy rubbing his eyes against a backdrop of rubble.","Two children are seen sitting amongst a pile of blankets and belongings, with a girl looking away and a boy rubbing his eyes against a backdrop of rubble.",False,"Two children are seen sitting amongst a pile of blankets and belongings, with a girl looking away and a boy rubbing his eyes against a backdrop of rubble.","Two children are seen sitting amongst a pile of blankets and belongings, with a girl looking away and a boy rubbing his eyes against a backdrop of rubble."
1068,1037.jpg,1037.jpg,"صورة بيانية (إنفوجرافيك) تظهر في خلفيتها الباهتة حشداً من الأشخاص، بعضهم يظهر عليه الضيق. تحمل الصورة عنواناً رئيسياً باللون الأحمر: ""شهران على ""المؤسسة الإنسانية"" المجاعة في غزة"".","صورة بيانية (إنفوجرافيك) تظهر في خلفيتها الباهتة حشداً من الأشخاص، بعضهم يظهر عليه الضيق. تحمل الصورة عنواناً رئيسياً باللون الأحمر: ""شهران على ""المؤسسة الإنسانية"" المجاعة في غزة"".",True,"Invogravik's graph shows in its faint background a crowd of people, some of whom show distress. It has a major red address: ""Two Months on the Humanitarian Foundation: Famine in Gaza.""","Invogravik's graph shows in its faint background a crowd of people, some of whom show distress. It has a major red address: ""Two Months on the Humanitarian Foundation: Famine in Gaza."""
645,915.jpg,915.jpg,"A man with a beard, wearing a black long-sleeved shirt, holds a golden statuette resembling an Oscar trophy. He is standing outdoors in a dry, rocky landscape with sparse vegetation and a tent visible in the background.","A man with a beard, wearing a black long-sleeved shirt, holds a golden statuette resembling an Oscar trophy. He is standing outdoors in a dry, rocky landscape with sparse vegetation and a tent visible in the background.",False,"A man with a beard, wearing a black long-sleeved shirt, holds a golden statuette resembling an Oscar trophy. He is standing outdoors in a dry, rocky landscape with sparse vegetation and a tent visible in the background.","A man with a beard, wearing a black long-sleeved shirt, holds a golden statuette resembling an Oscar trophy. He is standing outdoors in a dry, rocky landscape with sparse vegetation and a tent visible in the background."
795,1639.jpg,1639.jpg,"A woman wearing a patterned head covering embraces a young child in a red shirt who is crying with an open mouth. Another person is partially visible to the left, against a light-colored, horizontally paneled wall.","A woman wearing a patterned head covering embraces a young child in a red shirt who is crying with an open mouth. Another person is partially visible to the left, against a light-colored, horizontally paneled wall.",False,"A woman wearing a patterned head covering embraces a young child in a red shirt who is crying with an open mouth. Another person is partially visible to the left, against a light-colored, horizontally paneled wall.","A woman wearing a patterned head covering embraces a young child in a red shirt who is crying with an open mouth. Another person is partially visible to the left, against a light-colored, horizontally paneled wall."
389,659.jpg,659.jpg,"A Palestinian flag waves prominently against a clear blue sky, with a grand, historical-looking building and its clock tower visible in the background. The backs of two individuals are seen in the foreground, facing towards the building.","A Palestinian flag waves prominently against a clear blue sky, with a grand, historical-looking building and its clock tower visible in the background. The backs of two individuals are seen in the foreground, facing towards the building.",False,"A Palestinian flag waves prominently against a clear blue sky, with a grand, historical-looking building and its clock tower visible in the background. The backs of two individuals are seen in the foreground, facing towards the building.","A Palestinian flag waves prominently against a clear blue sky, with a grand, historical-looking building and its clock tower visible in the background. The backs of two individuals are seen in the foreground, facing towards the building."
377,647.jpg,647.jpg,The flags of Israel and Palestine are shown flying on separate flagpoles against a cloudy blue sky.,The flags of Israel and Palestine are shown flying on separate flagpoles against a cloudy blue sky.,False,The flags of Israel and Palestine are shown flying on separate flagpoles against a cloudy blue sky.,The flags of Israel and Palestine are shown flying on separate flagpoles against a cloudy blue sky.
772,1618.jpg,1618.jpg,"A person wearing an orange helmet, military-style uniform with an Israeli flag patch, and sunglasses talks on a phone. The scene shows widespread debris, multiple heavily damaged civilian cars, an orange stretcher, and barrier tape cordoning off the area.","A person wearing an orange helmet, military-style uniform with an Israeli flag patch, and sunglasses talks on a phone. The scene shows widespread debris, multiple heavily damaged civilian cars, an orange stretcher, and barrier tape cordoning off the area.",False,"A person wearing an orange helmet, military-style uniform with an Israeli flag patch, and sunglasses talks on a phone. The scene shows widespread debris, multiple heavily damaged civilian cars, an orange stretcher, and barrier tape cordoning off the area.","A person wearing an orange helmet, military-style uniform with an Israeli flag patch, and sunglasses talks on a phone. The scene shows widespread debris, multiple heavily damaged civilian cars, an orange stretcher, and barrier tape cordoning off the area."
1222,1302.jpg,1302.jpg,تظهر امرأة ترتدي حجابًا وهي تحمل طفلاً هزيلًا جدًا، حيث تبرز عظامه بوضوح.,تظهر امرأة ترتدي حجابًا وهي تحمل طفلاً هزيلًا جدًا، حيث تبرز عظامه بوضوح.,True,"A woman with a veil appears to be carrying a very poor child, whose bones clearly appear.","A woman with a veil appears to be carrying a very poor child, whose bones clearly appear."
530,800.jpg,800.jpg,"A large truck laden with pallets of white sacks is seen from behind on a dusty road. A person in military uniform walks in the foreground, with a barrier and a sign featuring Hebrew text visible in the background.","A large truck laden with pallets of white sacks is seen from behind on a dusty road. A person in military uniform walks in the foreground, with a barrier and a sign featuring Hebrew text visible in the background.",False,"A large truck laden with pallets of white sacks is seen from behind on a dusty road. A person in military uniform walks in the foreground, with a barrier and a sign featuring Hebrew text visible in the background.","A large truck laden with pallets of white sacks is seen from behind on a dusty road. A person in military uniform walks in the foreground, with a barrier and a sign featuring Hebrew text visible in the background."
