ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
11,1077.jpg,1077.jpg,"A woman wearing a headscarf holds a very thin child whose ribs are clearly visible, while another small child lies on a mattress nearby. They are in a simple room with sparse furnishings, seated on mattresses on the floor.","A woman wearing a headscarf holds a very thin child whose ribs are clearly visible, while another small child lies on a mattress nearby. They are in a simple room with sparse furnishings, seated on mattresses on the floor.",False,"A woman wearing a headscarf holds a very thin child whose ribs are clearly visible, while another small child lies on a mattress nearby. They are in a simple room with sparse furnishings, seated on mattresses on the floor.","A woman wearing a headscarf holds a very thin child whose ribs are clearly visible, while another small child lies on a mattress nearby. They are in a simple room with sparse furnishings, seated on mattresses on the floor."
12,1078.jpg,1078.jpg,"A boat named ""HANDALA"" is seen moving through water, prominently displaying several Palestinian flags and one Italian flag. Its white hull is covered with various messages and drawings, including ""STOP THE GENOCIDE,"" ""FREEDOM FLOTILLA COALITION,"" and ""MAIS AMOR POR FAVOR,"" with people visible on its deck.","A boat named ""HANDALA"" is seen moving through water, prominently displaying several Palestinian flags and one Italian flag. Its white hull is covered with various messages and drawings, including ""STOP THE GENOCIDE,"" ""FREEDOM FLOTILLA COALITION,"" and ""MAIS AMOR POR FAVOR,"" with people visible on its deck.",False,"A boat named ""HANDALA"" is seen moving through water, prominently displaying several Palestinian flags and one Italian flag. Its white hull is covered with various messages and drawings, including ""STOP THE GENOCIDE,"" ""FREEDOM FLOTILLA COALITION,"" and ""MAIS AMOR POR FAVOR,"" with people visible on its deck.","A boat named ""HANDALA"" is seen moving through water, prominently displaying several Palestinian flags and one Italian flag. Its white hull is covered with various messages and drawings, including ""STOP THE GENOCIDE,"" ""FREEDOM FLOTILLA COALITION,"" and ""MAIS AMOR POR FAVOR,"" with people visible on its deck."
13,1079.jpg,1079.jpg,"A woman wearing a headscarf holds a severely emaciated child whose ribs and spine are clearly visible, inside a dimly lit shelter.","A woman wearing a headscarf holds a severely emaciated child whose ribs and spine are clearly visible, inside a dimly lit shelter.",False,"A woman wearing a headscarf holds a severely emaciated child whose ribs and spine are clearly visible, inside a dimly lit shelter.","A woman wearing a headscarf holds a severely emaciated child whose ribs and spine are clearly visible, inside a dimly lit shelter."
14,1080.jpg,1080.jpg,"The image displays a map of the Gaza Strip, highlighting regions, crossings, aid distribution points, and a Netzarim Corridor, next to a photograph of a convoy of humanitarian aid trucks. Accompanying text announces an Israeli pause in fighting to allow for aid deliveries in al-Mawasi, Deir el-Balah, and Gaza City.","The image displays a map of the Gaza Strip, highlighting regions, crossings, aid distribution points, and a Netzarim Corridor, next to a photograph of a convoy of humanitarian aid trucks. Accompanying text announces an Israeli pause in fighting to allow for aid deliveries in al-Mawasi, Deir el-Balah, and Gaza City.",False,"The image displays a map of the Gaza Strip, highlighting regions, crossings, aid distribution points, and a Netzarim Corridor, next to a photograph of a convoy of humanitarian aid trucks. Accompanying text announces an Israeli pause in fighting to allow for aid deliveries in al-Mawasi, Deir el-Balah, and Gaza City.","The image displays a map of the Gaza Strip, highlighting regions, crossings, aid distribution points, and a Netzarim Corridor, next to a photograph of a convoy of humanitarian aid trucks. Accompanying text announces an Israeli pause in fighting to allow for aid deliveries in al-Mawasi, Deir el-Balah, and Gaza City."
15,1081.jpg,1081.jpg,"A crowded group of women and children, many wearing head coverings, are seen holding various pots and bowls. They are collecting a yellowish liquid food from large vats, with some eagerly reaching out.","A crowded group of women and children, many wearing head coverings, are seen holding various pots and bowls. They are collecting a yellowish liquid food from large vats, with some eagerly reaching out.",False,"A crowded group of women and children, many wearing head coverings, are seen holding various pots and bowls. They are collecting a yellowish liquid food from large vats, with some eagerly reaching out.","A crowded group of women and children, many wearing head coverings, are seen holding various pots and bowls. They are collecting a yellowish liquid food from large vats, with some eagerly reaching out."
16,1082.jpg,1082.jpg,"A crowd of men, women, and children are seen holding various empty containers like pots and buckets, reaching forward. Tents and makeshift shelters are visible in the background.","A crowd of men, women, and children are seen holding various empty containers like pots and buckets, reaching forward. Tents and makeshift shelters are visible in the background.",False,"A crowd of men, women, and children are seen holding various empty containers like pots and buckets, reaching forward. Tents and makeshift shelters are visible in the background.","A crowd of men, women, and children are seen holding various empty containers like pots and buckets, reaching forward. Tents and makeshift shelters are visible in the background."
17,1083.jpg,1083.jpg,"A crowd of people, mostly women, hold up various metal pots and buckets, some containing a yellowish liquid. They are pressing forward, and one woman in the center has her mouth wide open.","A crowd of people, mostly women, hold up various metal pots and buckets, some containing a yellowish liquid. They are pressing forward, and one woman in the center has her mouth wide open.",False,"A crowd of people, mostly women, hold up various metal pots and buckets, some containing a yellowish liquid. They are pressing forward, and one woman in the center has her mouth wide open.","A crowd of people, mostly women, hold up various metal pots and buckets, some containing a yellowish liquid. They are pressing forward, and one woman in the center has her mouth wide open."
18,1084.jpg,1084.jpg,"A woman wearing a dark hijab gently holds a severely malnourished infant from behind, revealing the child's prominently visible ribs. They are indoors, seated on a patterned floor, with a few personal belongings nearby.","A woman wearing a dark hijab gently holds a severely malnourished infant from behind, revealing the child's prominently visible ribs. They are indoors, seated on a patterned floor, with a few personal belongings nearby.",False,"A woman wearing a dark hijab gently holds a severely malnourished infant from behind, revealing the child's prominently visible ribs. They are indoors, seated on a patterned floor, with a few personal belongings nearby.","A woman wearing a dark hijab gently holds a severely malnourished infant from behind, revealing the child's prominently visible ribs. They are indoors, seated on a patterned floor, with a few personal belongings nearby."
19,1085.jpg,1085.jpg,"This image is an infographic displaying textual information about the Freedom Flotilla's Handala ship, including a map illustrating its route towards Gaza. It also features a photograph of the vessel carrying people and banners, alongside a list of activists and journalists.","This image is an infographic displaying textual information about the Freedom Flotilla's Handala ship, including a map illustrating its route towards Gaza. It also features a photograph of the vessel carrying people and banners, alongside a list of activists and journalists.",False,"This image is an infographic displaying textual information about the Freedom Flotilla's Handala ship, including a map illustrating its route towards Gaza. It also features a photograph of the vessel carrying people and banners, alongside a list of activists and journalists.","This image is an infographic displaying textual information about the Freedom Flotilla's Handala ship, including a map illustrating its route towards Gaza. It also features a photograph of the vessel carrying people and banners, alongside a list of activists and journalists."
20,1086.jpg,1086.jpg,"The image is an infographic titled ""ISRAEL'S WAR ON GAZA,"" displaying statistics on Palestinians killed between October 7, 2023, and July 25, 2025. It also features a map of Gaza showing different regions with overlaid indicators of damage.","The image is an infographic titled ""ISRAEL'S WAR ON GAZA,"" displaying statistics on Palestinians killed between October 7, 2023, and July 25, 2025. It also features a map of Gaza showing different regions with overlaid indicators of damage.",False,"The image is an infographic titled ""ISRAEL'S WAR ON GAZA,"" displaying statistics on Palestinians killed between October 7, 2023, and July 25, 2025. It also features a map of Gaza showing different regions with overlaid indicators of damage.","The image is an infographic titled ""ISRAEL'S WAR ON GAZA,"" displaying statistics on Palestinians killed between October 7, 2023, and July 25, 2025. It also features a map of Gaza showing different regions with overlaid indicators of damage."
21,1087.jpg,1087.jpg,"The lower body of a person, with bare, visibly slender legs and feet, is seen lying on the ground. They are partially covered by a green and white patterned blanket.","The lower body of a person, with bare, visibly slender legs and feet, is seen lying on the ground. They are partially covered by a green and white patterned blanket.",False,"The lower body of a person, with bare, visibly slender legs and feet, is seen lying on the ground. They are partially covered by a green and white patterned blanket.","The lower body of a person, with bare, visibly slender legs and feet, is seen lying on the ground. They are partially covered by a green and white patterned blanket."
22,1088.jpg,1088.jpg,"The image shows a man in a dark suit with a serious expression, with blurred flags in the background. Overlaid text includes '#ISRAEL'S WAR ON GAZA', the Al Jazeera logo, and a news headline about Macron's efforts to recognize a Palestinian state.","The image shows a man in a dark suit with a serious expression, with blurred flags in the background. Overlaid text includes '#ISRAEL'S WAR ON GAZA', the Al Jazeera logo, and a news headline about Macron's efforts to recognize a Palestinian state.",False,"The image shows a man in a dark suit with a serious expression, with blurred flags in the background. Overlaid text includes '#ISRAEL'S WAR ON GAZA', the Al Jazeera logo, and a news headline about Macron's efforts to recognize a Palestinian state.","The image shows a man in a dark suit with a serious expression, with blurred flags in the background. Overlaid text includes '#ISRAEL'S WAR ON GAZA', the, and a news headline about a public official's efforts to recognize a Palestinian state."
23,1089.jpg,1089.jpg,"An older man in a navy suit and patterned tie speaks into several microphones at an outdoor event, gesturing with an open palm. Blurred individuals stand behind him under a clear sky.","An older man in a navy suit and patterned tie speaks into several microphones at an outdoor event, gesturing with an open palm. Blurred individuals stand behind him under a clear sky.",False,"An older man in a navy suit and patterned tie speaks into several microphones at an outdoor event, gesturing with an open palm. Blurred individuals stand behind him under a clear sky.","An older man in a navy suit and patterned tie speaks into several microphones at an outdoor event, gesturing with an open palm. Blurred individuals stand behind him under a clear sky."
24,1090.jpg,1090.jpg,"A man in a dark suit, light blue shirt, and red tie, wearing a yellow ribbon pin, looks ahead with a somber expression. Another bearded man is partially visible and slightly out of focus behind him.","A man in a dark suit, light blue shirt, and red tie, wearing a yellow ribbon pin, looks ahead with a somber expression. Another bearded man is partially visible and slightly out of focus behind him.",False,"A man in a dark suit, light blue shirt, and red tie, wearing a yellow ribbon pin, looks ahead with a somber expression. Another bearded man is partially visible and slightly out of focus behind him.","A man in a dark suit, light blue shirt, and red tie, wearing a yellow ribbon pin, looks ahead with a somber expression. Another bearded man is partially visible and slightly out of focus behind him."
25,1091.jpg,1091.jpg,"An aerial view shows a large crowd gathered in an urban square at dusk, surrounded by multiple buildings. One prominent building displays ""BRING THEM HOME"" in illuminated text, while large screens are visible among the attendees.","An aerial view shows a large crowd gathered in an urban square at dusk, surrounded by multiple buildings. One prominent building displays ""BRING THEM HOME"" in illuminated text, while large screens are visible among the attendees.",False,"An aerial view shows a large crowd gathered in an urban square at dusk, surrounded by multiple buildings. One prominent building displays ""BRING THEM HOME"" in illuminated text, while large screens are visible among the attendees.","An aerial view shows a large crowd gathered in an urban square at dusk, surrounded by multiple buildings. One prominent building displays ""BRING THEM HOME"" in illuminated text, while large screens are visible among the attendees."
26,1092.jpg,1092.jpg,"A man with a dark beard and short dark hair is speaking into a microphone. He wears a plaid shirt and a dark jacket, against a softly blurred, bright background.","A man with a dark beard and short dark hair is speaking into a microphone. He wears a plaid shirt and a dark jacket, against a softly blurred, bright background.",False,"A man with a dark beard and short dark hair is speaking into a microphone. He wears a plaid shirt and a dark jacket, against a softly blurred, bright background.","A man with a dark beard and short dark hair is speaking into a microphone. He wears a plaid shirt and a dark jacket, against a softly blurred, bright background."
27,1093.jpg,1093.jpg,"A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.","A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.",False,"A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs.","A woman in a black headscarf and abaya holds a severely emaciated child against a damaged, light-colored wall. The child, wearing only a diaper, appears very thin with visible ribs."
28,1094.jpg,1094.jpg,"A crowded street shows many people gathered around two ambulances, with damaged buildings visible in the background. Debris and several bicycles are scattered on the ground.","A crowded street shows many people gathered around two ambulances, with damaged buildings visible in the background. Debris and several bicycles are scattered on the ground.",False,"A crowded street shows many people gathered around two ambulances, with damaged buildings visible in the background. Debris and several bicycles are scattered on the ground.","A crowded street shows many people gathered around two ambulances, with damaged buildings visible in the background. Debris and several bicycles are scattered on the ground."
29,1095.jpg,1095.jpg,"A man with grey hair and a blue collared shirt is speaking, with his mouth open, against a plain grey background, with several microphones visible in the blurred foreground.","A man with grey hair and a blue collared shirt is speaking, with his mouth open, against a plain grey background, with several microphones visible in the blurred foreground.",False,"A man with grey hair and a blue collared shirt is speaking, with his mouth open, against a plain grey background, with several microphones visible in the blurred foreground.","A man with grey hair and a blue collared shirt is speaking, with his mouth open, against a plain grey background, with several microphones visible in the blurred foreground."
30,1096.jpg,1096.jpg,"A man in a black shirt holds a baby wrapped in a white blanket, looking down at it. In the background, other people walk on a street with buildings and a white tent structure visible.","A man in a black shirt holds a baby wrapped in a white blanket, looking down at it. In the background, other people walk on a street with buildings and a white tent structure visible.",False,"A man in a black shirt holds a baby wrapped in a white blanket, looking down at it. In the background, other people walk on a street with buildings and a white tent structure visible.","A man in a black shirt holds a baby wrapped in a white blanket, looking down at it. In the background, other people walk on a street with buildings and a white tent structure visible."
31,1097.jpg,1097.jpg,"A man with a solemn expression walks through a damaged urban area, carrying a small, white wrapped bundle. Debris is scattered on the ground, with other people and damaged structures visible in the background.","A man with a solemn expression walks through a damaged urban area, carrying a small, white wrapped bundle. Debris is scattered on the ground, with other people and damaged structures visible in the background.",False,"A man with a solemn expression walks through a damaged urban area, carrying a small, white wrapped bundle. Debris is scattered on the ground, with other people and damaged structures visible in the background.","A man with a solemn expression walks through a damaged urban area, carrying a small, white wrapped bundle. Debris is scattered on the ground, with other people and damaged structures visible in the background."
32,1098.jpg,1098.jpg,"An overhead view captures a large crowd of people gathered in an urban plaza, surrounded by modern buildings. One building prominently displays the illuminated message ""BRING THEM HOME"" on its facade.","An overhead view captures a large crowd of people gathered in an urban plaza, surrounded by modern buildings. One building prominently displays the illuminated message ""BRING THEM HOME"" on its facade.",False,"An overhead view captures a large crowd of people gathered in an urban plaza, surrounded by modern buildings. One building prominently displays the illuminated message ""BRING THEM HOME"" on its facade.","An overhead view captures a large crowd of people gathered in an urban plaza, surrounded by modern buildings. One building prominently displays the illuminated message ""BRING THEM HOME"" on its facade."
33,1099.jpg,1099.jpg,"A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.","A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.",False,"A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving.","A person holds a white sign displaying ""FREE PALESTINE"" in red and green text, along with a dove symbol in the colors of the Palestinian flag. In the background, a crowd of people is visible, with multiple Palestinian flags waving."
34,1100.jpg,1100.jpg,"A man in a suit and tie is speaking and gesturing, standing in front of a blue wall branded with Norway's Ministry of Foreign Affairs logo. The image includes text overlays about ""Israel's War on Gaza,"" an Al Jazeera logo, and a caption detailing the UNRWA chief's statement on aid airdrops.","A man in a suit and tie is speaking and gesturing, standing in front of a blue wall branded with Norway's Ministry of Foreign Affairs logo. The image includes text overlays about ""Israel's War on Gaza,"" an Al Jazeera logo, and a caption detailing the UNRWA chief's statement on aid airdrops.",False,"A man in a suit and tie is speaking and gesturing, standing in front of a blue wall branded with Norway's Ministry of Foreign Affairs logo. The image includes text overlays about ""Israel's War on Gaza,"" an Al Jazeera logo, and a caption detailing the UNRWA chief's statement on aid airdrops.","A man in a suit and tie is speaking and gesturing, standing in front of a blue wall branded with Norway's Ministry of Foreign Affairs. The image includes text overlays about ""Israel's War on Gaza,"" an, and a caption detailing the UNRWA chief's statement on aid airdrops."
35,1133.jpg,1133.jpg,A man wearing a white lab coat and a keffiyeh holds a Palestinian flag outstretched against a blurred nighttime city background.,A man wearing a white lab coat and a keffiyeh holds a Palestinian flag outstretched against a blurred nighttime city background.,False,A man wearing a white lab coat and a keffiyeh holds a Palestinian flag outstretched against a blurred nighttime city background.,A man wearing a white lab coat and a keffiyeh holds a Palestinian flag outstretched against a blurred nighttime city background.
36,1134.jpg,1134.jpg,"The image shows an urban area with numerous buildings in various states of destruction, many reduced to rubble and debris.","The image shows an urban area with numerous buildings in various states of destruction, many reduced to rubble and debris.",False,"The image shows an urban area with numerous buildings in various states of destruction, many reduced to rubble and debris.","The image shows an urban area with numerous buildings in various states of destruction, many reduced to rubble and debris."
37,1135.jpg,1135.jpg,"A person holds a large photograph depicting a severely emaciated child lying in what appears to be a hospital bed. In the foreground, a woman wearing sunglasses and a keffiyeh shouts, with other individuals holding signs visible in the background.","A person holds a large photograph depicting a severely emaciated child lying in what appears to be a hospital bed. In the foreground, a woman wearing sunglasses and a keffiyeh shouts, with other individuals holding signs visible in the background.",False,"A person holds a large photograph depicting a severely emaciated child lying in what appears to be a hospital bed. In the foreground, a woman wearing sunglasses and a keffiyeh shouts, with other individuals holding signs visible in the background.","A person holds a large photograph depicting a severely emaciated child lying in what appears to be a hospital bed. In the foreground, a woman wearing sunglasses and a keffiyeh shouts, with other individuals holding signs visible in the background."
38,1136.jpg,1136.jpg,"A large group of people, primarily men, are gathered outdoors under a blue sky. In the center, several men are supporting another individual who appears to be injured or unable to walk, with makeshift structures and a metal fence visible in the background.","A large group of people, primarily men, are gathered outdoors under a blue sky. In the center, several men are supporting another individual who appears to be injured or unable to walk, with makeshift structures and a metal fence visible in the background.",False,"A large group of people, primarily men, are gathered outdoors under a blue sky. In the center, several men are supporting another individual who appears to be injured or unable to walk, with makeshift structures and a metal fence visible in the background.","A large group of people, primarily men, are gathered outdoors under a blue sky. In the center, several men are supporting another individual who appears to be injured or unable to walk, with makeshift structures and a metal fence visible in the background."
39,1101.jpg,1101.jpg,"A woman wearing a headscarf holds an extremely thin child, whose ribs and spine are clearly visible, indoors. The woman's hand covers the child's face.","A woman wearing a headscarf holds an extremely thin child, whose ribs and spine are clearly visible, indoors. The woman's hand covers the child's face.",False,"A woman wearing a headscarf holds an extremely thin child, whose ribs and spine are clearly visible, indoors. The woman's hand covers the child's face.","A woman wearing a headscarf holds an extremely thin child, whose ribs and spine are clearly visible, indoors. The woman's hand covers the child's face."
40,1102.jpg,1102.jpg,"The image shows a man in a wheelchair outdoors, surrounded by scattered belongings and other people in a dusty, open area with tents visible in the background. Large text overlays the scene, discussing ""ISRAEL'S WAR ON GAZA"" and statistics, including a prominent ""83%"".","The image shows a man in a wheelchair outdoors, surrounded by scattered belongings and other people in a dusty, open area with tents visible in the background. Large text overlays the scene, discussing ""ISRAEL'S WAR ON GAZA"" and statistics, including a prominent ""83%"".",False,"The image shows a man in a wheelchair outdoors, surrounded by scattered belongings and other people in a dusty, open area with tents visible in the background. Large text overlays the scene, discussing ""ISRAEL'S WAR ON GAZA"" and statistics, including a prominent ""83%"".","The image shows a man in a wheelchair outdoors, surrounded by scattered belongings and other people in a dusty, open area with tents visible in the background. Large text overlays the scene, discussing ""ISRAEL'S WAR ON GAZA"" and statistics, including a prominent ""83%""."
41,1103.jpg,1103.jpg,"A woman stands at a podium, speaking and gesturing with her right hand. A Mexican flag is visible to her left, and the podium features the emblem of Mexico.","A woman stands at a podium, speaking and gesturing with her right hand. A Mexican flag is visible to her left, and the podium features the emblem of Mexico.",False,"A woman stands at a podium, speaking and gesturing with her right hand. A Mexican flag is visible to her left, and the podium features the emblem of Mexico.","A woman stands at a podium, speaking and gesturing with her right hand. A Mexican flag is visible to her left, and the podium features the emblem of Mexico."
42,1104.jpg,1104.jpg,"A man in a dark suit, light blue shirt, and striped tie is shown speaking, gesturing with his hands, against a light brown paneled wall. A news banner at the bottom displays ""LIVE UPDATES ISRAEL'S WAR ON GAZA"" and the Al Jazeera logo is visible in the top right corner.","A man in a dark suit, light blue shirt, and striped tie is shown speaking, gesturing with his hands, against a light brown paneled wall. A news banner at the bottom displays ""LIVE UPDATES ISRAEL'S WAR ON GAZA"" and the Al Jazeera logo is visible in the top right corner.",False,"A man in a dark suit, light blue shirt, and striped tie is shown speaking, gesturing with his hands, against a light brown paneled wall. A news banner at the bottom displays ""LIVE UPDATES ISRAEL'S WAR ON GAZA"" and the Al Jazeera logo is visible in the top right corner.","A man in a dark suit, light blue shirt, and striped tie is shown speaking, gesturing with his hands, against a light brown paneled wall. A news banner at the bottom displays "" ISRAEL'S WAR ON GAZA"" and the is visible in the corner."
